"bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","sqft_living15","sqft_lot15","priceinK","PYears","Pmonth"
6,2,1900,8240,1,"0","0","2","7",1200,700,1964,0,"98125",1900,8.24,650,"2015","3"
4,2,3290,6012,2,"0","0","3","9",3290,0,2005,0,"98075",3210,6.005,680,"2015","2"
4,2,2660,22050,2,"0","0","3","9",2660,0,1996,0,"98059",3060,21.111,629,"2014","7"
3,2,2160,7584,2,"0","0","3","8",2160,0,1988,0,"98029",2160,7.372,555,"2014","9"
4,3,2700,35362,2,"0","0","5","8",2700,0,1976,0,"98077",2810,35.915,669,"2014","6"
3,2,1980,6608,2,"0","0","3","8",1980,0,1994,0,"98092",2150,7.495,272,"2014","8"
4,2,2600,9900,1,"0","0","3","7",1600,1000,1965,0,"98178",1770,11.25,270,"2014","6"
3,1,1280,9775,1,"0","0","3","6",1280,0,1964,0,"98003",1230,8.75,215,"2015","1"
3,2,1710,17707,1,"0","0","4","7",1180,530,1947,0,"98040",2590,9.508,690,"2015","4"
4,2,1270,6825,1,"0","2","3","7",1270,0,1950,0,"98178",1800,6.93,256,"2015","3"
3,2,1890,7314,1,"0","0","3","7",1100,790,1981,0,"98031",1520,7.676,255,"2015","3"
7,4,3440,8100,2,"0","0","3","7",3440,0,1970,0,"98103",1420,1.56,550,"2014","5"
3,1,1190,5280,1,"0","0","4","7",1190,0,1957,0,"98146",1280,5.28,410,"2015","5"
2,1,1030,4366,1,"0","0","3","7",1030,0,1912,0,"98136",1890,4.499,410,"2014","11"
3,2,1240,4000,1,"0","0","3","7",1240,0,1986,0,"98055",1570,4.586,259,"2014","7"
3,1,1730,21183,1,"0","0","3","7",1030,700,1955,0,"98168",1610,13,292,"2015","3"
4,4,4610,12500,2,"0","2","3","11",4610,0,2003,0,"98033",2340,11.538,1650,"2014","8"
5,1,1590,5000,1.5,"0","0","3","7",1190,400,1929,0,"98116",1590,5,518,"2014","11"
3,2,1760,3097,2,"0","0","3","8",1760,0,1992,0,"98029",1760,3.285,485,"2015","3"
3,2,1330,35060,1,"0","0","3","7",1330,0,1989,0,"98092",1660,35.1,259.5,"2015","3"
4,2,2340,5420,2,"0","0","3","8",2340,0,2003,0,"98038",2420,6.252,354,"2015","4"
3,2,3740,22464,2,"0","0","5","8",2330,1410,1966,0,"98004",2680,19.564,1000,"2015","3"
3,2,1150,10466,1,"0","0","5","7",1150,0,1959,0,"98006",1350,10.384,464.5,"2014","6"
3,2,1750,4200,2,"0","0","3","7",1750,0,2005,0,"98038",1890,4.048,300,"2014","8"
3,3,3890,7216,2,"0","1","3","8",3260,630,1967,2010,"98118",2490,9.92,1080,"2014","7"
4,2,1770,6666,2,"0","0","3","7",1770,0,1989,0,"98023",1780,6.666,309.9,"2014","7"
3,1,1160,3700,1.5,"0","0","3","7",1160,0,1909,0,"98106",1340,3.75,315,"2014","9"
3,1,1440,5580,1.5,"0","0","3","7",1440,0,1908,0,"98115",2010,5.58,499.9,"2014","7"
4,2,2600,4800,1,"0","2","3","8",1400,1200,1953,0,"98119",2050,3.505,780,"2014","7"
3,3,2640,16090,1,"0","2","4","8",1960,680,1976,0,"98040",3690,15,885,"2014","11"
2,1,1010,3885,1.5,"0","0","4","7",1010,0,1906,1990,"98112",1770,4.2,500,"2014","5"
3,2,1840,6755,1,"0","2","3","8",1840,0,1989,0,"98003",1790,6.459,329,"2014","12"
4,2,1720,7455,1,"0","0","4","7",1020,700,1963,0,"98058",1720,7.7,246,"2014","10"
3,2,1280,9600,1,"0","0","4","7",1280,0,1960,0,"98033",1510,10.005,405,"2014","12"
4,2,1700,7800,1,"0","0","5","7",1120,580,1981,0,"98059",1560,7.8,349,"2014","5"
4,2,1980,12062,2,"0","0","3","8",1980,0,1992,0,"98031",2300,7.902,374.9,"2015","3"
3,2,1160,7217,1,"0","0","3","7",1160,0,1969,0,"98034",1870,9.104,306,"2014","7"
4,2,1980,7840,1,"0","0","4","7",990,990,1961,0,"98008",1520,8.4,416,"2014","8"
3,2,1960,12476,2,"0","0","4","8",1960,0,1989,0,"98056",2450,12.177,560,"2014","6"
3,2,1270,20700,1,"0","0","2","7",1150,120,1948,0,"98155",1990,15,260,"2014","6"
3,2,2060,38377,1,"0","0","4","8",1560,500,1978,0,"98003",2080,60.513,306.5,"2014","5"
3,2,1980,11274,1,"0","0","4","7",1480,500,1968,0,"98058",1520,8.01,299.9,"2014","12"
3,2,1450,8977,1,"0","0","3","8",1450,0,1990,0,"98092",2410,8.85,265.5,"2015","4"
3,2,1200,12000,1,"0","0","3","7",1200,0,1986,0,"98001",1200,9.405,219,"2014","8"
3,2,1830,17349,1,"0","0","3","8",1230,600,1977,0,"98072",1840,11.694,365,"2015","5"
3,2,2090,42689,1.5,"0","0","3","7",2090,0,1959,1998,"98010",1890,18.276,499,"2014","5"
3,2,1510,8301,1,"0","0","3","7",1510,0,1967,0,"98034",1460,7.91,366,"2014","6"
3,2,1310,1264,3,"0","0","3","8",1310,0,2014,0,"98117",1330,2.183,515,"2015","5"
4,3,3790,10669,2,"0","0","3","10",3790,0,1999,0,"98075",3750,11.634,875,"2014","6"
3,2,2240,8800,1,"0","0","5","8",2240,0,1957,0,"98005",2240,8.8,831,"2015","1"
4,3,2740,7266,2,"0","0","3","9",2060,680,2003,0,"98027",3030,6.546,689.9,"2014","5"
3,2,1660,10763,2,"0","0","3","7",1660,0,1994,0,"98038",2010,7.983,315,"2014","7"
0,0,2460,8049,2,"0","0","3","8",2460,0,1990,0,"98031",2520,8.05,355,"2015","4"
3,1,1480,7284,1,"0","0","3","7",970,510,1963,0,"98133",2020,7.92,336.5,"2014","6"
3,3,2640,4050,1.5,"0","0","5","8",1750,890,1926,0,"98112",1920,3.6,1100,"2014","5"
6,2,1900,8057,1,"0","0","4","7",1170,730,1959,0,"98133",2090,8.626,375,"2014","8"
3,2,2860,24046,1,"0","0","3","9",1700,1160,1985,0,"98019",1460,13.648,289.3,"2014","8"
4,4,3440,6000,2,"0","0","4","8",3440,0,2002,0,"98198",1660,7.8,455,"2014","7"
3,2,1640,10695,1,"0","2","3","8",1640,0,1975,0,"98034",2790,9.775,505,"2014","6"
3,1,1450,3350,1.5,"0","0","4","7",1450,0,1919,0,"98126",1340,4.255,450,"2014","7"
3,2,2300,7398,2,"0","0","3","8",2300,0,2001,0,"98065",2580,6.983,567.5,"2014","6"
3,2,1460,8505,1,"0","0","4","7",1460,0,1955,0,"98055",1580,8.505,265,"2014","10"
3,2,1570,14992,1,"0","0","3","8",1570,0,2001,0,"98014",1640,15,340,"2014","12"
3,2,1540,8885,1.5,"0","0","5","6",1540,0,1939,0,"98019",1730,5,375,"2015","4"
6,3,3300,4218,2,"0","0","3","8",2200,1100,1970,0,"98103",1420,4.218,920,"2014","12"
4,2,2130,11843,2,"0","0","4","9",2130,0,1972,0,"98040",2380,11.643,850,"2014","6"
3,1,1010,9750,1,"0","0","5","7",1010,0,1969,0,"98042",1230,9.75,202,"2014","12"
4,3,2420,12000,1,"0","0","3","9",2420,0,1984,0,"98077",3100,13.02,725,"2014","9"
3,3,3870,33980,2,"0","0","3","10",3150,720,1991,0,"98006",3590,10.75,900,"2015","2"
2,2,1960,6000,1,"0","0","3","8",1210,750,1951,0,"98103",2060,6,680.2,"2015","2"
3,1,1170,9000,1,"0","0","4","6",1170,0,1918,0,"98022",1280,8.16,216.5,"2015","4"
3,2,1890,7650,1,"0","0","5","7",1890,0,1966,0,"98003",1510,7.56,325,"2014","12"
3,2,2250,4134,2,"0","0","3","9",2250,0,2004,0,"98052",2390,4.134,675,"2014","8"
2,1,750,16321,1,"0","1","3","4",750,0,1936,0,"98034",3020,10.625,435,"2015","5"
3,2,1610,14000,1,"0","0","4","7",1050,560,1977,0,"98010",1550,10.08,263.5,"2015","1"
4,2,2590,36256,2,"0","0","3","8",2590,0,1978,0,"98077",2670,35.657,550,"2015","5"
3,2,2520,3750,2,"0","1","4","9",2520,0,1995,0,"98116",2250,6.2,875,"2015","4"
4,1,1340,8400,1,"0","0","5","7",1340,0,1966,0,"98023",1120,8.4,246.6,"2015","4"
3,2,1460,941,3,"0","0","3","8",1460,0,2006,0,"98133",1490,1.399,337,"2014","7"
3,2,1380,7500,1,"0","0","3","7",1380,0,1988,0,"98038",1530,7.5,240,"2014","11"
3,2,1510,11120,1,"0","0","4","8",1510,0,1984,0,"98005",2660,10.8,490,"2014","9"
5,2,2510,83231,1,"0","0","4","7",1260,1250,1975,0,"98027",2460,46.431,510,"2014","8"
3,1,910,8008,1,"0","0","3","7",910,0,1971,0,"98034",1480,7.404,305,"2015","3"
3,2,1970,3655,2,"0","0","3","7",1970,0,2003,0,"98019",1970,2.952,350,"2015","4"
3,2,1540,6632,1,"0","0","3","7",1070,470,1959,0,"98178",2510,6.618,284.2,"2015","2"
4,2,1980,9757,2,"0","0","5","7",1980,0,1995,0,"98038",1610,6.147,357,"2015","1"
4,3,3150,38865,1,"0","0","3","10",2480,670,1986,0,"98052",3150,35.88,854,"2014","6"
4,2,4700,49658,2,"0","0","3","10",4700,0,1999,0,"98075",2870,49.658,1180,"2015","1"
3,2,2300,15952,1,"0","0","4","8",1150,1150,1963,0,"98039",2200,14.284,1000,"2014","10"
4,2,1880,3000,2,"0","0","3","8",1760,120,1909,1977,"98103",1880,3,616.5,"2014","11"
4,3,2640,3750,2,"0","0","5","7",1840,800,1911,0,"98117",1690,5,750,"2014","11"
6,4,3900,9100,2,"0","0","3","8",2870,1030,1979,0,"98052",2080,9.216,650,"2014","10"
4,2,2670,10050,1,"0","0","4","8",1420,1250,1962,0,"98032",2190,10.05,275,"2014","7"
4,2,1840,4280,1,"0","0","4","7",920,920,1918,0,"98105",1660,4.28,540,"2014","10"
3,1,1120,10665,1,"0","0","4","6",1120,0,1961,0,"98001",1240,10.639,225,"2014","8"
4,2,2970,9072,2,"0","0","3","10",2970,0,1991,0,"98006",2740,8.729,845,"2015","4"
3,2,1410,7740,1,"0","0","5","6",1410,0,1923,0,"98126",1220,7.74,490,"2015","3"
4,2,3060,8167,2,"0","0","3","9",3060,0,2005,0,"98029",2930,4.8,753,"2014","12"
3,2,2490,7210,1,"0","0","3","7",1290,1200,1972,0,"98034",1610,7.21,475,"2015","2"
1,1,840,7203,1.5,"0","0","3","6",840,0,1949,0,"98168",1560,8.603,124,"2014","10"
1,1,840,7203,1.5,"0","0","3","6",840,0,1949,0,"98168",1560,8.603,224,"2015","4"
2,1,1130,3800,1,"0","0","4","7",1130,0,1916,0,"98117",1470,3.8,485,"2014","8"
4,2,1850,6000,1,"0","0","4","6",1270,580,1944,0,"98178",1270,6.6,230,"2014","6"
4,3,2330,14175,1,"0","0","3","7",1800,530,1980,0,"98031",1480,10.125,372,"2014","11"
4,2,1880,9426,2,"0","0","4","7",1880,0,1990,0,"98042",1760,7.04,306,"2015","5"
4,4,2980,3000,2,"0","0","3","9",2340,640,2008,0,"98115",1810,4.545,905,"2014","8"
4,1,1440,6678,1,"0","0","3","7",1040,400,1950,0,"98116",1320,6.678,440,"2015","3"
3,2,1630,10001,1,"0","0","4","7",1100,530,1977,0,"98042",1630,10.001,280,"2015","4"
3,2,1778,147823,2,"0","0","3","7",1778,0,1999,0,"98014",2840,43.676,435,"2014","7"
3,2,1930,4500,2,"0","0","3","8",1930,0,1990,0,"98029",1770,4.5,425,"2014","6"
2,1,1130,11429,1,"0","0","3","7",1130,0,1956,0,"98188",1550,10.7,204.9,"2014","8"
2,2,1650,7500,1,"0","0","4","7",1000,650,1959,0,"98033",2530,9,670,"2014","7"
2,1,820,2723,1,"0","0","3","7",820,0,1921,0,"98103",1370,3.85,475,"2014","5"
5,2,2900,6650,1,"0","0","3","7",1450,1450,1964,0,"98168",1600,8.246,352,"2015","3"
4,2,2330,8800,1,"0","2","4","7",1260,1070,1961,0,"98008",2270,8.8,575,"2015","4"
4,4,4440,20668,2,"0","2","5","10",3240,1200,1965,0,"98040",4240,18.65,1730,"2014","11"
3,2,1660,5070,2,"0","3","3","8",1660,0,1950,1990,"98108",2440,6.664,491,"2014","10"
4,2,3020,7465,2,"0","0","3","9",3020,0,2004,0,"98075",3100,5.587,750,"2014","7"
4,2,1850,50662,1,"0","0","3","8",1430,420,1978,0,"98052",2090,10.599,830,"2014","5"
6,4,5960,20197,2,"0","4","3","10",3900,2060,2005,0,"98065",3860,12.8,1140,"2015","1"
3,1,960,27442,1,"0","0","4","6",960,0,1970,0,"98058",1100,29.019,137.1,"2014","7"
4,1,1150,6000,1.5,"0","0","3","6",1150,0,1907,0,"98118",840,3.03,225,"2014","8"
4,2,2130,7300,1,"0","0","4","7",1230,900,1963,0,"98005",2130,7.56,732.6,"2014","6"
4,2,2460,8001,2,"0","0","4","8",2460,0,1984,0,"98006",2460,9.126,818,"2015","3"
3,2,2360,14950,1,"0","0","4","9",2360,0,1978,0,"98042",2720,14.388,431,"2014","8"
2,2,1320,1034,3,"0","0","3","7",1320,0,1996,0,"98133",1330,1.206,304,"2014","10"
5,2,1910,4667,1,"0","0","3","7",1010,900,1908,0,"98112",1230,2.545,650,"2014","10"
2,2,1610,6160,2,"0","0","4","8",1610,0,1977,0,"98052",1750,6.305,450,"2015","4"
4,1,1610,8401,1,"0","0","3","7",1610,0,1958,0,"98056",1610,8.401,269,"2014","8"
3,1,1160,10732,1,"0","0","3","7",1160,0,1953,0,"98004",2390,13.656,875,"2014","12"
4,2,2870,8393,1,"0","0","4","8",1480,1390,1977,0,"98040",2930,9.85,890,"2015","4"
4,2,2280,9725,2,"0","0","3","8",2280,0,1986,0,"98072",2140,8.78,565,"2014","10"
2,2,1370,1339,2,"0","0","4","8",1150,220,2006,0,"98122",1370,1.339,448.2,"2015","3"
0,0,1470,4800,2,"0","0","3","7",1470,0,1996,0,"98065",1060,7.2,235,"2014","12"
5,3,2970,6500,2,"0","0","3","9",2970,0,2000,0,"98075",2970,6.588,680,"2014","9"
3,2,1460,12367,2,"1","4","4","8",1120,340,1970,0,"98023",1970,18.893,629,"2015","2"
3,4,1570,1486,2.5,"0","0","3","8",1330,240,2000,0,"98199",1610,1.486,494,"2015","4"
4,3,2880,5500,2,"0","0","4","9",1920,960,1926,0,"98102",2110,5.5,1100,"2015","1"
5,2,1900,9460,1,"0","0","3","7",1190,710,1969,0,"98034",1940,8.36,450,"2015","1"
3,2,2020,11050,1,"0","0","4","8",1320,700,1969,0,"98059",1940,11.05,330,"2014","10"
4,2,3110,11397,2,"0","3","4","10",3110,0,1984,0,"98006",3110,11.586,960,"2014","8"
4,2,2390,7056,2,"0","0","3","9",2390,0,1990,0,"98001",2590,7.801,360,"2014","12"
3,2,2150,11672,2,"0","0","3","8",2150,0,2004,0,"98038",2150,5.45,378,"2014","8"
3,2,1340,6250,1,"0","0","4","7",1090,250,1941,0,"98136",1550,1.755,499.9,"2014","9"
3,2,1990,12866,2,"0","0","4","7",1990,0,1986,0,"98072",2310,8.803,450,"2014","7"
2,2,1600,5969,1,"0","0","4","7",800,800,1950,0,"98116",1520,5.969,523.5,"2014","8"
3,2,2680,43995,2,"0","0","3","9",2680,0,1986,0,"98077",2520,37.277,600,"2014","12"
3,2,2080,4828,2,"0","0","3","8",2080,0,2002,0,"98042",2190,4.62,290,"2014","6"
3,3,1340,5434,2,"0","0","3","7",1340,0,1986,0,"98038",1670,6.203,176,"2015","2"
3,2,2590,3750,1.5,"0","0","5","7",1790,800,1904,0,"98109",2440,4,885,"2014","9"
2,2,1240,3000,1.5,"0","0","3","7",1240,0,1906,0,"98105",1800,4.08,483,"2014","6"
3,1,1310,7125,1,"0","0","4","7",1310,0,1978,0,"98042",1650,7.29,240,"2015","5"
4,2,2530,5200,1,"0","1","4","8",1530,1000,1957,0,"98117",2240,5.2,720,"2014","9"
4,2,1780,5822,2,"0","0","3","7",1780,0,2001,0,"98058",1990,4.092,311,"2014","11"
3,2,1600,7995,1,"0","0","3","7",1600,0,1950,1984,"98118",2440,6.9,332.5,"2015","1"
3,2,1570,15330,1,"0","0","3","7",1080,490,1956,0,"98166",1250,13.33,164.9,"2014","6"
3,2,1570,15330,1,"0","0","3","7",1080,490,1956,0,"98166",1250,13.33,371,"2015","3"
3,2,1650,16200,1,"0","0","3","7",1650,0,1976,0,"98031",1650,8.68,264.5,"2015","1"
4,2,2920,6513,2,"0","0","4","9",2260,660,1937,0,"98112",4510,9.248,1740,"2014","7"
2,1,870,4280,1,"0","2","4","6",870,0,1921,0,"98105",1750,4.28,503,"2015","3"
4,2,2830,5010,2,"0","0","3","9",2170,660,2000,0,"98115",1880,5.739,738,"2014","10"
2,1,980,3350,1,"0","0","4","7",980,0,1925,0,"98103",1260,4,393,"2014","9"
2,1,990,45528,1,"0","0","4","7",990,0,1992,0,"98070",1730,45.528,280,"2015","4"
4,2,2360,9647,1,"0","2","3","8",1530,830,1964,0,"98003",2580,9.68,260,"2015","3"
2,1,1000,4640,1,"0","2","3","7",1000,0,1915,0,"98116",1940,5.8,505,"2015","4"
3,2,1660,8000,1,"0","0","4","7",1120,540,1976,0,"98030",1900,7.5,241,"2015","1"
3,2,1520,9605,1,"0","0","3","7",1520,0,1975,0,"98052",2040,9.9,530,"2015","3"
1,1,1180,4000,1.5,"0","2","4","8",840,340,1910,0,"98118",1420,4,713,"2014","8"
3,2,1770,10125,2,"0","0","3","7",1770,0,1944,1978,"98133",1680,9.825,487,"2014","7"
2,1,980,5393,1,"0","0","3","6",980,0,1969,0,"98042",980,5.2,128,"2014","11"
3,1,1840,10178,1,"0","0","3","7",1040,800,1960,0,"98198",2040,10.66,210.5,"2014","11"
3,2,1810,7210,1,"0","0","5","7",1210,600,1968,0,"98059",1770,7.21,420,"2015","1"
3,2,1780,4320,2,"0","0","4","8",1780,0,1930,1986,"98115",1690,4.952,679,"2014","10"
4,3,2840,4227,3,"0","0","3","9",2840,0,2014,0,"98052",2880,4.227,785,"2014","12"
4,2,2650,6366,2,"0","0","3","9",2650,0,1998,0,"98092",2650,6.2,352,"2014","11"
3,2,1270,1318,2,"0","0","3","7",1080,190,2004,0,"98199",1360,1.488,386,"2014","6"
3,2,1260,17000,1,"0","0","3","7",1260,0,1994,0,"98146",1540,7.213,335,"2015","4"
3,2,1750,15500,1,"0","0","3","7",1490,260,1982,0,"98075",2450,50.094,472.5,"2014","6"
5,2,2680,13292,1,"0","0","3","8",1340,1340,1976,0,"98028",2220,13.181,600,"2014","11"
4,3,3830,6765,2,"0","0","3","9",3830,0,2014,0,"98053",3830,6.507,964,"2014","7"
3,2,1610,3600,2,"0","2","5","8",1610,0,1925,0,"98144",2540,6.6,735,"2014","9"
3,4,3840,9751,2,"0","0","3","10",3840,0,1998,0,"98074",3230,7.189,858.5,"2015","3"
5,3,2670,4000,2,"0","0","4","7",1800,870,1914,0,"98105",2460,4,665,"2015","5"
3,2,2000,7414,2,"0","0","4","7",2000,0,1993,0,"98038",2000,7.414,290,"2014","7"
2,1,860,4320,1,"0","0","3","7",860,0,1925,0,"98108",980,6,250,"2015","4"
3,2,1420,7205,1,"0","0","3","7",1420,0,1986,0,"98030",1690,7.405,192.5,"2014","10"
4,2,2060,13400,1,"0","2","4","8",2060,0,1957,0,"98166",1950,10.37,350,"2014","8"
4,2,2790,9910,2,"0","0","3","8",2790,0,2003,0,"98059",2590,9.91,518,"2015","3"
4,1,1410,3376,1.5,"0","0","5","7",1410,0,1911,0,"98107",1040,3.6,563,"2014","7"
4,3,2420,9566,2,"0","0","3","7",2420,0,2003,0,"98188",2420,9.135,375,"2014","10"
3,2,1460,1319,3,"0","0","3","8",1460,0,2002,0,"98103",1430,1.53,400,"2015","2"
5,2,2460,16000,1,"0","0","3","7",1230,1230,1957,0,"98023",1990,16,240,"2014","10"
2,1,1000,5120,1,"0","0","3","6",1000,0,1902,0,"98122",1940,4.3,317.5,"2014","9"
5,4,4420,36342,2,"0","0","5","10",2740,1680,1982,0,"98007",3720,37.034,1320,"2015","2"
3,1,1240,239144,1,"0","0","3","6",1240,0,1921,1992,"98038",1990,109.335,234,"2014","11"
3,2,1740,13750,2,"0","0","4","9",1740,0,1975,0,"98008",2540,14.3,645,"2014","5"
2,1,1280,4840,1,"0","0","3","7",1200,80,1908,0,"98115",1860,5.5,649,"2015","3"
4,2,2520,3980,2,"0","0","3","8",2520,0,2004,0,"98027",2580,3.98,605,"2015","4"
3,4,1500,1471,3,"0","0","3","7",1500,0,1999,0,"98177",1500,1.445,337.9,"2014","8"
3,3,2490,3600,2,"0","0","3","8",2290,200,1906,0,"98122",1880,3.6,535,"2015","2"
4,1,1530,5684,1,"0","0","3","7",1130,400,1957,0,"98108",1540,6.095,325,"2014","9"
4,2,1740,10875,1,"0","0","3","8",1740,0,1967,0,"98059",1680,10.701,429.9,"2014","12"
3,2,3550,32807,2,"0","0","3","9",3550,0,1989,0,"98077",3270,35.001,775,"2015","4"
2,1,1280,6000,1,"0","0","3","7",1280,0,1965,0,"98112",2460,4.8,650,"2014","7"
4,2,2320,13114,2,"0","0","5","8",2320,0,1967,0,"98040",2740,15,1200,"2015","5"
2,1,1140,10404,1,"0","0","3","5",1140,0,1935,0,"98155",2200,11.55,275,"2014","9"
4,4,3930,16970,2,"0","0","3","9",3930,0,1997,0,"98019",2740,17.219,575,"2014","7"
3,2,2370,16455,1,"0","0","5","7",1640,730,1959,0,"98155",2170,15.551,540,"2014","8"
3,2,2340,4206,1,"0","0","5","7",1170,1170,1917,0,"98144",1360,4.725,640,"2014","6"
3,2,1240,9125,1,"0","0","4","7",1240,0,1967,0,"98058",1670,9.125,275,"2014","9"
4,2,2740,10533,2,"0","0","3","9",2740,0,1997,0,"98074",2760,8.603,672.8,"2014","7"
4,2,1940,9144,1,"0","0","4","7",1430,510,1956,0,"98007",1460,9.437,495,"2014","5"
3,2,2950,35108,1.5,"0","0","3","10",2950,0,1995,0,"98077",3810,35.181,820,"2014","9"
4,3,1980,11443,1,"0","0","5","7",1980,0,1952,0,"98155",2080,15.7,475,"2014","6"
4,2,2850,7861,1,"0","4","4","10",1450,1400,1970,0,"98117",2810,8.087,1280,"2014","5"
3,1,1160,9375,1,"0","0","3","7",1160,0,1967,0,"98077",1160,9.65,380,"2015","4"
3,2,2130,8225,1,"0","0","4","8",2130,0,1987,0,"98058",2580,8.225,397.5,"2014","8"
5,2,2420,8560,1,"0","2","3","7",1620,800,1978,0,"98118",2210,7.04,352,"2014","5"
6,2,2820,8600,1,"0","0","5","8",1430,1390,1967,0,"98006",2070,8.9,893.9,"2015","4"
5,3,3710,34200,2,"0","0","3","8",2510,1200,1986,0,"98074",1720,23.1,635,"2014","9"
3,2,1770,8165,2,"0","0","3","7",1770,0,1977,0,"98034",1650,8.165,420,"2014","5"
3,2,1260,2500,1,"0","0","4","7",750,510,1987,0,"98107",1710,5,503,"2015","3"
2,2,2330,10143,1,"0","2","4","7",1220,1110,1953,0,"98146",2560,9.75,689,"2014","9"
4,3,2490,3840,1.5,"0","0","4","7",1610,880,1922,0,"98103",1420,4,749.5,"2014","9"
6,4,4090,49542,2,"0","0","3","9",3100,990,1984,0,"98005",2980,43.357,1150,"2014","10"
4,2,2800,12831,2,"0","0","3","8",2800,0,2001,0,"98019",2810,10.235,563.5,"2014","6"
4,3,2440,9664,2,"0","0","3","8",1890,550,1981,0,"98028",2380,9.609,480,"2014","6"
4,3,2540,8800,1,"0","1","3","9",1620,920,1977,0,"98023",2540,8.8,374.9,"2015","4"
3,2,1600,6250,2,"0","0","3","7",1600,0,1995,0,"98038",1760,6.11,308.9,"2015","4"
4,3,2680,16934,1,"0","0","4","7",1340,1340,1958,0,"98106",1240,7,445,"2014","9"
3,2,1220,9000,1,"0","0","4","7",1220,0,1968,0,"98042",1220,9.472,237.2,"2015","4"
3,2,1550,7270,1.5,"0","0","5","7",1550,0,1953,0,"98125",1050,7.21,453.5,"2014","9"
3,2,2080,4549,1,"0","0","5","7",1040,1040,1954,0,"98115",1620,4.549,616.5,"2015","5"
5,5,5000,32909,2,"0","0","3","10",5000,0,2000,0,"98075",3030,12.601,1250,"2014","8"
1,1,630,5150,1,"0","0","4","5",630,0,1954,0,"98117",1390,5.15,396,"2015","4"
3,1,1070,8179,1,"0","0","3","6",1070,0,1949,0,"98146",1050,8.177,210,"2014","7"
2,2,1900,5175,1,"0","0","3","7",1200,700,1919,0,"98116",1370,5.175,539,"2014","10"
3,2,2960,18600,2,"0","0","3","8",2960,0,1979,0,"98166",2740,15.681,605,"2014","8"
3,2,1490,4800,2,"0","0","5","6",1490,0,1948,0,"98117",1500,4.8,437.5,"2014","7"
3,2,1500,15000,1,"0","0","3","7",1500,0,1952,0,"98031",1790,13.905,215,"2014","7"
4,2,2410,4780,2,"0","0","3","7",2410,0,2000,0,"98065",2410,4.025,440,"2014","6"
3,1,2000,22500,1,"0","0","3","7",1680,320,1939,0,"98125",2000,10,525,"2014","11"
3,2,1140,20383,1,"0","0","3","7",840,300,1985,0,"98045",1200,15.625,319.9,"2014","8"
3,1,1120,9075,1,"0","0","3","7",1120,0,1977,0,"98077",1120,9.705,335,"2015","1"
3,2,2900,35273,2,"0","0","3","9",2900,0,1986,0,"98038",2510,38.487,485,"2014","11"
4,2,3220,7700,2,"0","0","4","8",3220,0,1976,0,"98023",2570,7.7,360,"2014","9"
5,3,2500,19783,1,"0","3","4","8",2500,0,1959,0,"98005",1700,15.375,799,"2014","8"
3,2,1610,10454,1,"0","0","3","7",1610,0,1977,0,"98148",1720,9.583,280,"2014","9"
4,3,2250,3433,1.5,"0","0","3","8",1500,750,1927,2013,"98112",1970,3.484,1050,"2014","7"
1,2,1240,4800,2,"0","0","3","6",1240,0,1910,0,"98055",1030,4.8,290,"2014","11"
2,2,1660,2748,2,"0","0","3","7",1660,0,1995,0,"98055",1620,3.167,235,"2014","12"
3,2,2080,3000,1,"0","0","4","7",1040,1040,1925,0,"98103",1000,3.193,495,"2014","10"
3,2,1880,7488,2,"0","0","3","8",1880,0,1980,0,"98032",2180,7.344,290,"2015","2"
4,2,1050,9516,1,"0","0","4","7",1050,0,1969,0,"98031",1390,9.6,230,"2014","10"
3,2,1480,8475,1,"0","0","4","7",1480,0,1968,0,"98023",1800,8.8,234,"2015","2"
4,2,2420,4500,2,"0","0","3","7",2420,0,2001,0,"98053",2280,4.5,597.4,"2014","10"
4,2,2190,17600,1,"0","0","4","7",1110,1080,1966,0,"98059",1820,17.6,370,"2014","8"
4,2,2660,10452,2,"0","0","3","9",2660,0,1993,0,"98052",2890,9.025,755,"2014","5"
3,2,2430,5715,2,"0","0","3","7",2430,0,1999,0,"98030",3040,5.702,342,"2015","4"
2,1,770,3325,1,"0","0","3","7",770,0,1918,0,"98122",960,4.8,497,"2014","7"
3,1,3060,30166,1,"0","0","5","8",3060,0,1959,0,"98027",1880,19.602,835,"2015","4"
4,3,2920,4500,2,"0","0","3","9",2920,0,1999,0,"98006",2920,4.505,730,"2014","10"
3,1,1370,5250,1,"0","0","3","7",1070,300,1939,0,"98109",2410,4.2,655,"2014","10"
3,2,1870,3118,2,"0","0","3","8",1870,0,1993,0,"98038",1580,3.601,205,"2014","11"
4,2,1800,4800,1.5,"0","0","3","7",1800,0,1918,0,"98112",1950,4.8,632.8,"2015","4"
5,3,2100,7715,1,"0","0","3","7",1250,850,2013,0,"98168",2100,7.959,330,"2014","5"
5,2,2530,8250,2,"0","0","4","7",2530,0,1961,0,"98007",2020,8.25,527.5,"2014","10"
4,2,3290,6465,2,"0","0","3","9",3290,0,2002,0,"98075",3100,5.929,716.5,"2014","5"
4,2,1890,5395,2,"0","0","3","7",1890,0,2006,0,"98065",2060,5.395,388.5,"2014","12"
3,2,1680,7770,1,"0","0","4","7",1680,0,1967,0,"98005",1880,7.77,530,"2014","9"
